,id_prenda,article_id,product_code,prod_name,product_group_name,detail_desc,texto_prenda,fit,estructura,volumen,sleeve,neckline,material,neckline_effects
104073,3876,918525001,918525,Frill cable,upper body,jumper in a soft cable knit containing some wool with a square neckline and wide rib knit flounce over the shoulders long wide sleeves and ribbing at the cuffs and hem the polyester content of the jumper is recycled,molesweater knitwear jumper in a soft cable knit containing some wool with a square neckline and wide rib knit flounce over the shoulders long wide sleeves and ribbing at the cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,voluminosa,cuadrado,wool,horizontal
104074,3877,918525004,918525,Frill cable,upper body,jumper in a soft cable knit containing some wool with a square neckline and wide rib knit flounce over the shoulders long wide sleeves and ribbing at the cuffs and hem the polyester content of the jumper is recycled,molesweater knitwear jumper in a soft cable knit containing some wool with a square neckline and wide rib knit flounce over the shoulders long wide sleeves and ribbing at the cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,voluminosa,cuadrado,wool,horizontal
104085,3878,918603001,918603,Kylie fluff,upper body,boxy style jumper in a soft fluffy rib knit containing some wool dropped shoulders long wide sleeves that taper at the cuffs and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,molesweater knitwear boxy style jumper in a soft fluffy rib knit containing some wool dropped shoulders long wide sleeves that taper at the cuffs and ribbing around the neckline cuffs and hem the polyester content of the jumper is recycled,amplio,fluida,alto,voluminosa,unknown,wool,unknown
104111,3879,918835001,918835,Hilton top,upper body,cropped top in a soft fine knit containing some wool wide shoulder straps reinforced with grosgrain and a wide ribbed hem the polyester content of the top is recycled,greyvest top knitwear cropped top in a soft fine knit containing some wool wide shoulder straps reinforced with grosgrain and a wide ribbed hem the polyester content of the top is recycled,amplio,fluida,alto,tirantes,unknown,wool,unknown
104112,3880,918835002,918835,Hilton top,upper body,cropped top in a soft fine knit containing some wool wide shoulder straps reinforced with grosgrain and a wide ribbed hem the polyester content of the top is recycled,lilac purplevest top knitwear cropped top in a soft fine knit containing some wool wide shoulder straps reinforced with grosgrain and a wide ribbed hem the polyester content of the top is recycled,amplio,fluida,alto,tirantes,unknown,wool,unknown
104113,3881,918835003,918835,Hilton top,upper body,cropped top in a soft fine knit containing some wool wide shoulder straps reinforced with grosgrain and a wide ribbed hem the polyester content of the top is recycled,blackvest top knitwear cropped top in a soft fine knit containing some wool wide shoulder straps reinforced with grosgrain and a wide ribbed hem the polyester content of the top is recycled,amplio,fluida,alto,tirantes,unknown,wool,unknown
104117,3882,918890001,918890,Folie  top,upper body,fitted top in ribbed jersey with long puff sleeves that are voluminous at the top in a cotton weave and narrow at the bottom in ribbed jersey,whitetop jersey fancy fitted top in ribbed jersey with long puff sleeves that are voluminous at the top in a cotton weave and narrow at the bottom in ribbed jersey,ajustado,media,alto,voluminosa,unknown,cotton,unknown
104118,3883,918890002,918890,Folie  top,upper body,fitted top in ribbed jersey with long puff sleeves that are voluminous at the top in a cotton weave and narrow at the bottom in ribbed jersey,blacktop jersey fancy fitted top in ribbed jersey with long puff sleeves that are voluminous at the top in a cotton weave and narrow at the bottom in ribbed jersey,ajustado,media,alto,voluminosa,unknown,cotton,unknown
104147,3884,919273001,919273,Lucien lace,upper body,blouse in soft lace made from a cotton blend with a stand up collar and gathers at the top to create soft draped front and back opening with covered buttons at the back of the neck long puff sleeves cuffs with covered buttons and a gently rounded hem,whiteblouse blouses blouse in soft lace made from a cotton blend with a stand up collar and gathers at the top to create soft draped front and back opening with covered buttons at the back of the neck long puff sleeves cuffs with covered buttons and a gently rounded hem,amplio,fluida,alto,voluminosa,alto,cotton,cerrado
104148,3885,919273002,919273,Lucien lace,upper body,blouse in soft lace made from a cotton blend with a stand up collar and gathers at the top to create soft draped front and back opening with covered buttons at the back of the neck long puff sleeves cuffs with covered buttons and a gently rounded hem,blackblouse blouses blouse in soft lace made from a cotton blend with a stand up collar and gathers at the top to create soft draped front and back opening with covered buttons at the back of the neck long puff sleeves cuffs with covered buttons and a gently rounded hem,amplio,fluida,alto,voluminosa,alto,cotton,cerrado
104149,3886,919273004,919273,Lucien lace,upper body,blouse in soft lace made from a cotton blend with a stand up collar and gathers at the top to create soft draped front and back opening with covered buttons at the back of the neck long puff sleeves cuffs with covered buttons and a gently rounded hem,khaki greenblouse blouses blouse in soft lace made from a cotton blend with a stand up collar and gathers at the top to create soft draped front and back opening with covered buttons at the back of the neck long puff sleeves cuffs with covered buttons and a gently rounded hem,amplio,fluida,alto,voluminosa,alto,cotton,cerrado
104190,3887,919741001,919741,Garland,upper body,loose fitting top in softly draped satin with a deep lace trimmed v neck narrow shoulder straps and a lace racer back with covered buttons,blackblouse blouses loose fitting top in softly draped satin with a deep lace trimmed v neck narrow shoulder straps and a lace racer back with covered buttons,amplio,fluida,unknown,tirantes,v,delicado,alarga
104194,3888,919829001,919829,Moon Hoodie,upper body,hoodie in soft faux shearling with an unlined hood relaxed fit with dropped shoulders long sleeves and a gently rounded hem narrow elasticated trim at the cuffs and hem,beigesweater jersey fancy hoodie in soft faux shearling with an unlined hood relaxed fit with dropped shoulders long sleeves and a gently rounded hem narrow elasticated trim at the cuffs and hem,amplio,fluida,medio,larga,unknown,knit,unknown
104207,3889,919986001,919986,Minja PU,upper body,fitted turtle neck top in stretch imitation leather with a zip at the back and long sleeves,blacktop jersey fancy fitted turtle neck top in stretch imitation leather with a zip at the back and long sleeves,ajustado,rigida,bajo,larga,alto,leather,cerrado
104214,3890,920084003,920084,Mull,upper body,v neck cardigan in a soft rib knit containing some wool relaxed fit with dropped shoulders long sleeves and buttons down the front the polyester content of the cardigan is recycled,pinkcardigan knitwear v neck cardigan in a soft rib knit containing some wool relaxed fit with dropped shoulders long sleeves and buttons down the front the polyester content of the cardigan is recycled,amplio,fluida,medio,larga,v,wool,alarga
104215,3891,920084004,920084,Mull,upper body,v neck cardigan in a soft rib knit containing some wool relaxed fit with dropped shoulders long sleeves and buttons down the front the polyester content of the cardigan is recycled,beigecardigan knitwear v neck cardigan in a soft rib knit containing some wool relaxed fit with dropped shoulders long sleeves and buttons down the front the polyester content of the cardigan is recycled,amplio,fluida,medio,larga,v,wool,alarga
104217,3892,920159001,920159,Alexia top,upper body,v neck blouse in an lightweight viscose weave with pleats at the top of the shoulders short sleeves and a box pleat at the back of the neck,blacktop blouses v neck blouse in an lightweight viscose weave with pleats at the top of the shoulders short sleeves and a box pleat at the back of the neck,amplio,fluida,alto,corta,v,sintetico,alarga
104218,3893,920159002,920159,Alexia top,upper body,v neck blouse in an lightweight viscose weave with pleats at the top of the shoulders short sleeves and a box pleat at the back of the neck,whitetop blouses v neck blouse in an lightweight viscose weave with pleats at the top of the shoulders short sleeves and a box pleat at the back of the neck,amplio,fluida,alto,corta,v,sintetico,alarga
104219,3894,920159003,920159,Alexia top,upper body,v neck blouse in an lightweight viscose weave with pleats at the top of the shoulders short sleeves and a box pleat at the back of the neck,khaki greentop blouses v neck blouse in an lightweight viscose weave with pleats at the top of the shoulders short sleeves and a box pleat at the back of the neck,amplio,fluida,alto,corta,v,sintetico,alarga
104224,3895,920283001,920283,Liliana fluff,upper body,jumper in a soft fine fluffy knit with a square neckline front and back long puff sleeves and ribbing at the cuffs and hem,whitesweater knitwear jumper in a soft fine fluffy knit with a square neckline front and back long puff sleeves and ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,cuadrado,knit,horizontal
104225,3896,920352007,920352,Thea,upper body,jumper in a soft rib knit containing some wool with a double layered turtle neck relaxed fit with low dropped shoulders long sleeves and slits in the sides the polyester content of the jumper is recycled,beigesweater knitwear jumper in a soft rib knit containing some wool with a double layered turtle neck relaxed fit with low dropped shoulders long sleeves and slits in the sides the polyester content of the jumper is recycled,amplio,fluida,medio,larga,alto,wool,cerrado
104228,3897,920357001,920357,Bonita,upper body,boxy jumper in a soft knit containing some wool with a turtle neck and long wide sleeves the polyester content of the jumper is recycled,redsweater knitwear boxy jumper in a soft knit containing some wool with a turtle neck and long wide sleeves the polyester content of the jumper is recycled,amplio,fluida,alto,voluminosa,alto,wool,cerrado
